No,region,store,dates,order_items,순살여부,,전처리,전처리_결과_1,전처리_결과_2,전처리_결과_3,전처리_결과_4,전처리_결과_5,전처리_결과_6
1501,BBQ치킨,마포가좌역점,2020년 08월 10일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1502,BBQ치킨,마포가좌역점,2020년 08월 08일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1503,BBQ치킨,마포가좌역점,2020년 08월 07일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1504,BBQ치킨,마포가좌역점,2020년 08월 06일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
1505,BBQ치킨,마포가좌역점,2020년 08월 02일,핫황금올리브 크리스피/1(추가메뉴(BBQ소떡)),순살아님,,,핫황금올리브 크리스피,소떡,,,,
1506,BBQ치킨,마포가좌역점,2020년 08월 01일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1507,BBQ치킨,마포가좌역점,2020년 08월 01일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
1508,BBQ치킨,마포가좌역점,2020년 07월 31일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1509,BBQ치킨,마포가좌역점,2020년 07월 29일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1510,BBQ치킨,마포가좌역점,2020년 07월 17일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1511,BBQ치킨,마포가좌역점,2020년 07월 10일,마라핫치킨（한마리）/1(추가메뉴(케이준감자)),순살아님,,,마라핫치킨,케이준감자,,,,
1512,BBQ치킨,마포도화점,2024년 04월 15일,"생맥주 1,000cc/2,황금올리브치킨™/1(황올 부분육 선택(한마리))",순살아님,,,생맥주 ,황금올리브치킨,,,,
1513,BBQ치킨,마포도화점,2024년 03월 19일,"BBQ 양념치킨/1(한마리 부분육 선택(순살 변경 （다리살 30%,가슴살 70%）)),새우스틱（2개）/1,롱치즈스틱（1개）/1",순살,,,양념치킨,새우스틱,롱치즈스틱,,,
1514,BBQ치킨,마포도화점,2024년 03월 19일,황금올리브치킨™/1(황올 부분육 선택(한마리)),순살아님,,,황금올리브치킨,,,,,
1515,BBQ치킨,마포도화점,2024년 03월 15일,황올 반＋BBQ양념 반/1(황올 부분육 선택(한마리)),순살아님,,,황올 반＋양념 반 ( 콤보 ),,,,,
1516,BBQ치킨,마포도화점,2024년 03월 15일,황금올리브치킨™/1(황올 부분육 선택(한마리)),순살아님,,,황금올리브치킨,,,,,
1517,BBQ치킨,마포도화점,2024년 02월 19일,"황올 반＋BBQ양념 반（닭다리）/1,크림치즈볼（5개）/1",순살아님,,,황올 반＋양념 반 ( 콤보 ),크림치즈볼,,,,
1518,BBQ치킨,마포도화점,2024년 02월 18일,"황금올리브치킨™/1(황올 부분육 선택(한마리)),BBQ양념치킨소스（25g）/1",순살아님,,,황금올리브치킨,,,,,
1519,BBQ치킨,마포도화점,2024년 01월 11일,"황금올리브치킨™/1(황올 부분육 선택(한마리),추가메뉴(BBQ양념치킨소스（25g）)),황금알치즈볼（5개）/1",순살아님,,,황금올리브치킨,황금알치즈볼,,,,
1520,BBQ치킨,마포도화점,2023년 12월 17일,바삭갈릭/1(한마리 부분육 선택(한마리)),순살아님,,,바삭갈릭,,,,,
1521,BBQ치킨,마포도화점,2023년 10월 27일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1522,BBQ치킨,마포도화점,2023년 10월 19일,"황올 반＋BBQ양념 반（콤보）/1,자메이카 소떡만나 소스（25g）/1",순살아님,,,황올 반＋양념 반 ( 콤보 )（콤보）,,,,,
1523,BBQ치킨,마포도화점,2023년 09월 19일,"황올 반＋양념 반 ( 콤보 )（순살）/1,BBQ 소떡/2(소떡 맛 선택(양념맛)),콜라 1.25L/1",순살,,,황올 반＋양념 반 ( 콤보 ), 소떡,콜라 ,,,
1524,BBQ치킨,마포도화점,2023년 09월 13일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1525,BBQ치킨,마포도화점,2023년 09월 06일,황금올리브치킨™（닭다리）/1,순살아님,,,황금올리브치킨,,,,,
1526,BBQ치킨,마포도화점,2023년 08월 24일,황올 반＋양념 반 ( 콤보 )（순살）/1,순살,,,황올 반＋양념 반 ( 콤보 ),,,,,
1527,BBQ치킨,마포도화점,2023년 08월 22일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1528,BBQ치킨,마포도화점,2023년 08월 20일,황금올리브치킨™（순살）/1,순살,,,황금올리브치킨,,,,,
1529,BBQ치킨,마포도화점,2023년 08월 17일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1530,BBQ치킨,마포도화점,2023년 07월 28일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1531,BBQ치킨,마포도화점,2023년 07월 26일,황올 반＋양념 반 ( 콤보 )（닭다리）/1,순살아님,,,황올 반＋양념 반 ( 콤보 ),,,,,
1532,BBQ치킨,마포도화점,2023년 07월 22일,황금올리브치킨™（닭다리）/1,순살아님,,,황금올리브치킨,,,,,
1533,BBQ치킨,마포도화점,2023년 07월 16일,핫황금올리브치킨™크리스피/1,순살아님,,,핫황금올리브치킨크리스피,,,,,
1534,BBQ치킨,마포도화점,2023년 06월 13일,"황금올리브치킨™/1(추가메뉴(시크릿 양념소스（25g）)),시크릿 양념소스（25g）/3",순살아님,,,황금올리브치킨,,,,,
1535,BBQ치킨,마포도화점,2023년 06월 11일,"황금올리브치킨™（콤보）/1(추가메뉴(제로콜라 1.25L)),황금알치즈볼（5개）/1,BBQ 소떡/1(소떡 맛 선택(매운양념맛))",순살아님,,,황금올리브치킨콤보,콜라, 소떡,황금알치즈볼,,
1536,BBQ치킨,마포도화점,2023년 05월 24일,"바삭갈릭（레몬보이500ml 증정）/1,비비소스（12g）/1",순살아님,,,바삭갈릭,,,,,
1537,BBQ치킨,마포도화점,2023년 04월 27일,핫황금올리브치킨™크리스피/1,순살아님,,,핫황금올리브치킨크리스피,,,,,
1538,BBQ치킨,마포도화점,2023년 04월 10일,핫황금올리브치킨™크리스피/1,순살아님,,,핫황금올리브치킨크리스피,,,,,
1539,BBQ치킨,마포도화점,2023년 04월 01일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
1540,BBQ치킨,마포도화점,2023년 03월 27일,핫황금올리브치킨™크리스피/1,순살아님,,,핫황금올리브치킨크리스피,,,,,
1541,BBQ치킨,마포도화점,2023년 03월 03일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1542,BBQ치킨,마포도화점,2023년 02월 25일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1543,BBQ치킨,마포도화점,2023년 02월 25일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1544,BBQ치킨,마포도화점,2023년 02월 11일,황금올리브치킨™반반/1,순살아님,,,황금올리브치킨반반,,,,,
1545,BBQ치킨,마포도화점,2023년 01월 20일,황금올리브치킨™닭다리/1,순살아님,,,황금올리브치킨닭다리,,,,,
1546,BBQ치킨,마포도화점,2023년 01월 01일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1547,BBQ치킨,마포도화점,2022년 12월 31일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1548,BBQ치킨,마포도화점,2022년 12월 31일,황금올리브치킨™순살반반/1(추가메뉴(황금알치즈볼)),순살,,,황금올리브치킨반반,황금알치즈볼,,,,
1549,BBQ치킨,마포도화점,2022년 12월 25일,"황금올리브치킨™/1,비비소스（12g）/1",순살아님,,,황금올리브치킨,,,,,
1550,BBQ치킨,마포도화점,2022년 12월 22일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1551,BBQ치킨,마포도화점,2022년 11월 28일,황금올리브치킨™/1(추가메뉴(BBQ 소떡（왕갈비맛）)),순살아님,,,황금올리브치킨, 소떡왕갈비맛,,,,
1552,BBQ치킨,마포도화점,2022년 11월 16일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
1553,BBQ치킨,마포도화점,2022년 10월 27일,황금올리브치킨™반반/1,순살아님,,,황금올리브치킨반반,,,,,
1554,BBQ치킨,마포도화점,2022년 10월 23일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1555,BBQ치킨,마포도화점,2022년 10월 21일,황금올리브치킨™반반/1,순살아님,,,황금올리브치킨반반,,,,,
1556,BBQ치킨,마포도화점,2022년 10월 11일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1557,BBQ치킨,마포도화점,2022년 10월 10일,황금올리브치킨™/1(추가메뉴(시크릿 양념소스（25g）)),순살아님,,,황금올리브치킨,,,,,
1558,BBQ치킨,마포도화점,2022년 10월 10일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1559,BBQ치킨,마포도화점,2022년 10월 07일,황금올리브치킨™ 콤보 반반/1,순살아님,,,황금올리브치킨 콤보 반반,,,,,
1560,BBQ치킨,마포도화점,2022년 10월 06일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1561,BBQ치킨,마포도화점,2022년 09월 27일,황금올리브치킨™닭다리/1,순살아님,,,황금올리브치킨닭다리,,,,,
1562,BBQ치킨,마포도화점,2022년 09월 16일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1563,BBQ치킨,마포도화점,2022년 08월 17일,황금올리브치킨™순살반반/1,순살,,,황금올리브치킨반반,,,,,
1564,BBQ치킨,마포도화점,2022년 08월 13일,황금올리브치킨™ 콤보 블랙페퍼/1(추가메뉴(시크릿 양념소스（25g）)),순살아님,,,황금올리브치킨 콤보 블랙페퍼,,,,,
1565,BBQ치킨,마포도화점,2022년 08월 02일,황금올리브치킨™닭다리/1,순살아님,,,황금올리브치킨닭다리,,,,,
1566,BBQ치킨,마포도화점,2022년 08월 01일,오리지널 반반（황올＋레드착착）/1,순살아님,,,오리지널 반반,,,,,
1567,BBQ치킨,마포도화점,2022년 07월 31일,자메이카 통다리구이/1(추가메뉴(코카콜라ZERO 1.25L)),순살아님,,,자메이카 통다리구이,콜라,,,,
1568,BBQ치킨,마포도화점,2022년 07월 31일,황금올리브치킨™/1(추가메뉴(황금알치즈볼)),순살아님,,,황금올리브치킨,황금알치즈볼,,,,
1569,BBQ치킨,마포도화점,2022년 07월 30일,황올 크런치 너겟（크래커）/1,순살아님,,,황올 크런치 너겟（크래커）,,,,,
1570,BBQ치킨,마포도화점,2022년 07월 27일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1571,BBQ치킨,마포도화점,2022년 07월 15일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1572,BBQ치킨,마포도화점,2022년 06월 24일,황금올리브치킨™/1,순살아님,,,황금올리브치킨,,,,,
1577,BBQ치킨,마포도화점,2022년 05월 31일,"황금올리브치킨™/1,황금알치즈볼/1",순살아님,,,황금올리브치킨,황금알치즈볼,,,,
1579,BBQ치킨,마포도화점,2022년 05월 07일,"황금올리브치킨™ 콤보/1(추가메뉴(치킨무 추가)),황금올리브치킨™반반/1",순살아님,,,황금올리브치킨 콤보,황금올리브치킨반반,,,,
1581,BBQ치킨,마포도화점,2022년 04월 24일,황금올리브치킨순살/1,순살,,,황금올리브치킨,,,,,
1582,BBQ치킨,마포도화점,2022년 04월 19일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1583,BBQ치킨,마포도화점,2022년 04월 14일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1584,BBQ치킨,마포도화점,2022년 04월 03일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1585,BBQ치킨,마포도화점,2022년 03월 25일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1586,BBQ치킨,마포도화점,2022년 03월 21일,오리지날 양념치킨/1,순살아님,,,오리지날양념치킨,,,,,
1587,BBQ치킨,마포도화점,2022년 03월 15일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1588,BBQ치킨,마포도화점,2022년 03월 10일,"황금올리브닭다리（반반）/1,코카-콜라 1.25L/1",순살아님,,,황금올리브닭다리 ( 콤보 ),콜라,,,,
1589,BBQ치킨,마포도화점,2022년 03월 07일,황금올리브치킨순살/1,순살,,,황금올리브치킨,,,,,
1590,BBQ치킨,마포도화점,2022년 03월 06일,황금올리브치킨순살/1(추가메뉴(양념소스추가)),순살,,,황금올리브치킨,,,,,
1591,BBQ치킨,마포도화점,2022년 02월 25일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1592,BBQ치킨,마포도화점,2022년 02월 14일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1593,BBQ치킨,마포도화점,2022년 02월 12일,"핫황금올리브 크리스피/1,케이준감자/1,치킨무 추가/1",순살아님,,,핫황금올리브 크리스피,케이준감자,,,,
1594,BBQ치킨,마포도화점,2022년 02월 11일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1595,BBQ치킨,마포도화점,2022년 02월 08일,눈맞은닭（윙&봉）/1,순살아님,,,눈맞은닭（윙&봉）,,,,,
1596,BBQ치킨,마포도화점,2022년 02월 05일,황금올리브핫윙/1,순살아님,,,황금올리브핫윙,,,,,
1597,BBQ치킨,마포도화점,2022년 01월 25일,핫황금올리브 블랙페퍼/1,순살아님,,,핫황금올리브 블랙페퍼,,,,,
1598,BBQ치킨,마포도화점,2022년 01월 11일,"핫황금올리브 크리스피/1,오감볼/1,BBQ 모듬볼 6개/1",순살아님,,,핫황금올리브 크리스피,오감볼, 모듬볼 ,,,
1599,BBQ치킨,마포도화점,2022년 01월 03일,황금올리브닭다리/1,순살아님,,,황금올리브닭다리,,,,,
1600,BBQ치킨,마포도화점,2021년 12월 19일,황금올리브치킨순살/1(추가메뉴(양념소스추가)),순살,,,황금올리브치킨,,,,,
1601,BBQ치킨,마포도화점,2021년 12월 08일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1602,BBQ치킨,마포도화점,2021년 12월 06일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
1603,BBQ치킨,마포도화점,2021년 12월 04일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1604,BBQ치킨,마포도화점,2021년 12월 03일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1605,BBQ치킨,마포도화점,2021년 12월 01일,핫황올 블랙페퍼 순살/1(추가메뉴(bbq크림치즈볼)),순살,,,핫황올 블랙페퍼 ,크림치즈볼,,,,
1606,BBQ치킨,마포도화점,2021년 11월 30일,"오리지널 콤보반반（황금올리브＋레드착착）/1,오감볼/1,코카-콜라 500ml/1",순살아님,,,오리지널 콤보반반,오감볼,콜라,,,
1607,BBQ치킨,마포도화점,2021년 11월 27일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1608,BBQ치킨,마포도화점,2021년 11월 21일,핫 황금올리브 콤보반반（크리스피＋찐킹소스）/1(추가메뉴(케이준감자)),순살아님,,,핫 황금올리브 콤보반반,케이준감자,,,,
1609,BBQ치킨,마포도화점,2021년 11월 21일,황금올리브닭다리/1(추가메뉴(스파클링레몬보이)),순살아님,,,황금올리브닭다리,스파클링레몬보이,,,,
1610,BBQ치킨,마포도화점,2021년 11월 20일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1611,BBQ치킨,마포도화점,2021년 11월 14일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1612,BBQ치킨,마포도화점,2021년 10월 21일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
1613,BBQ치킨,마포도화점,2021년 10월 19일,오리지날 양념치킨/1,순살아님,,,오리지날양념치킨,,,,,
1614,BBQ치킨,마포도화점,2021년 10월 16일,핫황올 엉치치킨 8조각/1(추가메뉴(bbq크림치즈볼)),순살아님,,,핫황올 엉치치킨,크림치즈볼,,,,
1615,BBQ치킨,마포도화점,2021년 10월 16일,"오리지널 콤보반반（황금올리브＋레드착착）/1,황금올리브치킨/1(추가메뉴(bbq크림치즈볼))",순살아님,,,오리지널 콤보반반,황금올리브치킨,크림치즈볼,,,
1616,BBQ치킨,마포도화점,2021년 10월 15일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1617,BBQ치킨,마포도화점,2021년 10월 03일,핫황금올리브 크리스피/1(추가메뉴(양념소스추가)),순살아님,,,핫황금올리브 크리스피,,,,,
1618,BBQ치킨,마포도화점,2021년 09월 25일,황올한 깐풍순살/1,순살,,,황올한 깐풍,,,,,
1619,BBQ치킨,마포도화점,2021년 09월 19일,"황금올리브치킨/1(추가메뉴(케이준감자,황금알치즈볼)),코카-콜라 245ml/1",순살아님,,,황금올리브치킨,케이준감자,황금알치즈볼,콜라,,
1620,BBQ치킨,마포도화점,2021년 09월 18일,황금올리브치킨/1(추가메뉴(양념소스추가)),순살아님,,,황금올리브치킨,,,,,
1621,BBQ치킨,마포도화점,2021년 09월 18일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1622,BBQ치킨,마포도화점,2021년 09월 17일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1623,BBQ치킨,마포도화점,2021년 09월 16일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1624,BBQ치킨,마포도화점,2021년 09월 16일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1625,BBQ치킨,마포도화점,2021년 08월 18일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
1626,BBQ치킨,마포도화점,2021년 08월 17일,"핫황금올리브 크리스피/1,코카-콜라 245ml/1",순살아님,,,핫황금올리브 크리스피,콜라,,,,
1627,BBQ치킨,마포도화점,2021년 08월 13일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1628,BBQ치킨,마포도화점,2021년 08월 01일,"황올한 깐풍치킨/1,자메이카 통다리구이/1",순살아님,,,황올한 깐풍치킨,자메이카 통다리구이,,,,
1629,BBQ치킨,마포도화점,2021년 07월 25일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1630,BBQ치킨,마포도화점,2021년 07월 15일,황금올리브반반＋황금알치즈볼/1,순살아님,,,황금올리브반반,황금알치즈볼,,,,
1631,BBQ치킨,마포도화점,2021년 07월 11일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1632,BBQ치킨,마포도화점,2021년 07월 10일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1633,BBQ치킨,마포도화점,2021년 07월 09일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1634,BBQ치킨,마포도화점,2021년 07월 08일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1635,BBQ치킨,마포도화점,2021년 07월 02일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1636,BBQ치킨,마포도화점,2021년 06월 30일,핫황금올리브 크리스피/1(추가메뉴(bbq크림치즈볼)),순살아님,,,핫황금올리브 크리스피,크림치즈볼,,,,
1637,BBQ치킨,마포도화점,2021년 06월 27일,황올 엉치치킨 6조각/1,순살아님,,,황올 엉치치킨,,,,,
1638,BBQ치킨,마포도화점,2021년 06월 27일,오리지널 콤보반반（황금올리브＋레드착착）/1,순살아님,,,오리지널 콤보반반,,,,,
1639,BBQ치킨,마포도화점,2021년 06월 25일,"핫황금올리브 크리스피/1,맥주 1,000CC/1",순살아님,,,핫황금올리브 크리스피,맥주 ,,,,
1640,BBQ치킨,마포도화점,2021년 06월 24일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1641,BBQ치킨,마포도화점,2021년 06월 23일,황올 엉치치킨 8조각/1,순살아님,,,황올 엉치치킨,,,,,
1642,BBQ치킨,마포도화점,2021년 06월 22일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1643,BBQ치킨,마포도화점,2021년 06월 20일,"핫황금올리브 크리스피/1,케이준감자/1",순살아님,,,핫황금올리브 크리스피,케이준감자,,,,
1644,BBQ치킨,마포도화점,2021년 06월 07일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1645,BBQ치킨,마포도화점,2021년 06월 04일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
1646,BBQ치킨,마포도화점,2021년 05월 27일,"황금올리브（반반）/1(추가메뉴(고구마치즈볼)),케이준감자/1",순살아님,,,황금올리브 ( 콤보 ),고구마치즈볼,케이준감자,,,
1647,BBQ치킨,마포도화점,2021년 05월 27일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1648,BBQ치킨,마포도화점,2021년 05월 11일,"핫 황금올리브 콤보반반（크리스피＋찐킹소스）/1,코카-콜라 500ml/1",순살아님,,,핫 황금올리브 콤보반반,콜라,,,,
1649,BBQ치킨,마포도화점,2021년 05월 09일,황올한 깐풍순살/1,순살,,,황올한 깐풍,,,,,
1650,BBQ치킨,마포도화점,2021년 05월 09일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1651,BBQ치킨,마포도화점,2021년 05월 09일,황올한 깐풍치킨/1,순살아님,,,황올한 깐풍치킨,,,,,
1652,BBQ치킨,마포도화점,2021년 05월 08일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
1653,BBQ치킨,마포도화점,2021년 05월 07일,"황금올리브치킨/1(추가메뉴(볼케이노핫소스,양념소스추가))",순살아님,,,황금올리브치킨,,,,,
1654,BBQ치킨,마포도화점,2021년 05월 04일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1655,BBQ치킨,마포도화점,2021년 03월 28일,황금올리브속안심/1(추가메뉴(케이준감자)),순살아님,,,황금올리브속안심,케이준감자,,,,
1656,BBQ치킨,마포도화점,2021년 03월 15일,"메이플6개＋황올반/1,BBQ 모듬볼 10개/1",순살아님,,,메이플,모듬볼,황올반,,,
1657,BBQ치킨,마포도화점,2021년 03월 12일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1658,BBQ치킨,마포도화점,2021년 03월 06일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1659,BBQ치킨,마포도화점,2021년 03월 05일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1660,BBQ치킨,마포도화점,2021년 03월 05일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1661,BBQ치킨,마포도화점,2021년 03월 04일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1662,BBQ치킨,마포도화점,2021년 03월 03일,황올 엉치치킨 6조각/1(추가메뉴(양념소스추가)),순살아님,,,황올 엉치치킨,,,,,
1663,BBQ치킨,마포도화점,2021년 03월 03일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1664,BBQ치킨,마포도화점,2021년 02월 24일,"황금올리브닭다리/1,자메이카 통다리구이/1",순살아님,,,황금올리브닭다리,자메이카 통다리구이,,,,
1665,BBQ치킨,마포도화점,2021년 02월 22일,황금올리브치킨/2,순살아님,,,황금올리브치킨,,,,,
1666,BBQ치킨,마포도화점,2021년 02월 21일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1667,BBQ치킨,마포도화점,2021년 02월 21일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1668,BBQ치킨,마포도화점,2021년 02월 19일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1669,BBQ치킨,마포도화점,2021년 02월 17일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1670,BBQ치킨,마포도화점,2021년 02월 08일,황금올리브치킨순살＋황금알치즈볼/1,순살,,,황금올리브치킨,황금알치즈볼,,,,
1671,BBQ치킨,마포도화점,2021년 02월 06일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1672,BBQ치킨,마포도화점,2021년 02월 04일,"황올반＋블랙페퍼반＋황금알2개[소스플레이트 증정]/1,황금올리브핫윙/1",순살아님,,,황올반,황금올리브핫윙,블랙페퍼반,황금알,,
1673,BBQ치킨,마포도화점,2021년 02월 04일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1674,BBQ치킨,마포도화점,2021년 02월 01일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1675,BBQ치킨,마포도화점,2021년 01월 30일,자메이카 통다리구이/1(추가메뉴(황금알치즈볼)),순살아님,,,자메이카 통다리구이,황금알치즈볼,,,,
1676,BBQ치킨,마포도화점,2021년 01월 26일,황금올리브치킨/1(추가메뉴(멘보샤)),순살아님,,,황금올리브치킨,멘보샤,,,,
1677,BBQ치킨,마포도화점,2021년 01월 08일,"황금올리브（반반）/1,치킨무 추가/1",순살아님,,,황금올리브 ( 콤보 ),,,,,
1678,BBQ치킨,마포도화점,2020년 12월 28일,"황금올리브닭다리（반반）/1(추가메뉴(황금알치즈볼)),코카-콜라 500ml/1",순살아님,,,황금올리브닭다리 ( 콤보 ),황금알치즈볼,콜라,,,
1679,BBQ치킨,마포도화점,2020년 12월 27일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1680,BBQ치킨,마포도화점,2020년 12월 24일,핫황금올리브 크리스피/1,순살아님,,,핫황금올리브 크리스피,,,,,
1681,BBQ치킨,마포도화점,2020년 12월 04일,"자메이카통다리구이＋크림치즈볼/1,코카-콜라 1.25L/1",순살아님,,,자메이카통다리구이,콜라,크림치즈볼,,,
1682,BBQ치킨,마포도화점,2020년 12월 01일,"황금올리브（반반）/1(추가메뉴(케이준감자)),스프라이트1.5L/1",순살아님,,,황금올리브 ( 콤보 ),케이준감자,스프라이트,,,
1683,BBQ치킨,마포도화점,2020년 11월 27일,"핫황올 블랙페퍼 순살/1,맥주 1,000CC/1",순살,,,핫황올 블랙페퍼 ,맥주 ,,,,
1684,BBQ치킨,마포도화점,2020년 11월 27일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1685,BBQ치킨,마포도화점,2020년 11월 27일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1686,BBQ치킨,마포도화점,2020년 11월 25일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1687,BBQ치킨,마포도화점,2020년 11월 24일,오리지날 양념치킨/1,순살아님,,,오리지날양념치킨,,,,,
1688,BBQ치킨,마포도화점,2020년 11월 22일,"핫황금올리브 크리스피/1(추가메뉴(양념소스추가)),코카-콜라 1.25L/1",순살아님,,,핫황금올리브 크리스피,콜라,,,,
1689,BBQ치킨,마포도화점,2020년 11월 22일,황금올리브치킨/1(추가메뉴(양념소스추가)),순살아님,,,황금올리브치킨,,,,,
1690,BBQ치킨,마포도화점,2020년 11월 20일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1691,BBQ치킨,마포도화점,2020년 11월 19일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
1692,BBQ치킨,마포도화점,2020년 11월 18일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1693,BBQ치킨,마포도화점,2020년 11월 18일,"메이플6개＋블랙페퍼반/1,새우스틱/1",순살아님,,,메이플,새우스틱,블랙페퍼반,,,
1694,BBQ치킨,마포도화점,2020년 11월 17일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
1695,BBQ치킨,마포도화점,2020년 11월 15일,"오리지널 콤보반반（황금올리브＋레드착착）/1,콜라 1.25L/1",순살아님,,,오리지널 콤보반반,콜라,,,,
